id,emb,label,name,community
20,"[0.004618094302713871, 0.007079070433974266, 0.008227434940636158, 0.003471764037385583, -0.001388257835060358, -0.0076832533814013, -0.004202290438115597, 0.00416393019258976, 0.0035814896691590548, -0.002697473391890526, 0.006769686006009579, 0.0030563892796635628, 0.005984767340123653, 0.0019583366811275482, -0.00028433147235773504, 0.0018066487973555923, -0.006660690996795893, -0.0021885072346776724, 0.007037486881017685, 0.006446794141083956, 0.0006023517344146967, 0.004443736281245947, -0.006033868528902531, 0.001793240662664175, -0.004742379300296307, 0.004676266573369503, 0.0014762388309463859, -0.004349024035036564, -0.008485422469675541, -0.0024515599943697453, 0.0037168017588555813, 0.005515162367373705, 0.008342564105987549, -0.0013207589508965611, 0.0024360204115509987, -5.897825394640677e-05, 0.004368452355265617, -0.004968158435076475, -0.004352518357336521, -0.002494317712262273, -0.006446110550314188, -0.005990392994135618, 0.006126943975687027, 0.00630419934168458, 0.0019072468858212233, -0.007000417448580265, 0.0013388603692874312, -0.007154545746743679, -0.001977556152269244, -0.00808369368314743, -0.005002610385417938, -0.005061435047537088, 0.005699377506971359, 0.0007086710538715124, 0.00846623070538044, -0.0032795520965009928, -0.005249365698546171, -0.006531612016260624, -0.0035003444645553827, -0.0012904730392619967, -0.002488604048267007, -3.077583824051544e-05, -0.006540628615766764, 0.00668116332963109]",Singer,Nguyên Vũ,9
21,"[0.0041656456887722015, -0.00231175241060555, -0.005427652504295111, -0.0036854720674455166, -0.0034175897017121315, 0.008494710549712181, -0.000982028665021062, 0.00803393591195345, -0.00014844497491139919, -0.0035687501076608896, 0.0008651009411551058, -0.007252492941915989, -0.0009554307325743139, -0.004758337512612343, 0.006602558773010969, -0.004814418964087963, -0.0012794311624020338, 0.004458860028535128, 0.006583871319890022, 0.004605925176292658, -0.0020770449191331863, 0.006099068559706211, -0.000650762754958123, -0.004366639535874128, -0.0006175931775942445, 0.003872479312121868, 0.00308152730576694, -0.0034409034997224808, 0.004433587193489075, -0.006584951188415289, 0.0047267102636396885, 0.0002600761945359409, -0.005699649918824434, 0.00016950814460869879, -0.0007581407553516328, 0.005027865059673786, -0.008718984201550484, -0.002776619279757142, -0.006994514260441065, -0.004901534877717495, 0.0028279926627874374, -0.006568014621734619, -0.004527757875621319, -0.0034527024254202843, 0.0007479292689822614, 0.003781993640586734, -0.004917426500469446, -0.003935292363166809, 0.0036228932440280914, 0.0006583316717296839, 0.002727412385866046, -0.0061423867009580135, 0.004106721840798855, -0.005027990788221359, 0.004016106948256493, 0.006119200494140387, 0.0019488136749714613, 0.0004094581527169794, -0.0017118630930781364, -0.0008266754448413849, 0.005762600339949131, 0.004936289042234421, 0.006990434601902962, -0.0015367608284577727]",Singer,Băng Châu,4
22,"[0.005447322502732277, 0.00319264130666852, 0.005902205593883991, -0.005336436443030834, 0.0048248800449073315, 0.0027317057829350233, -0.007920156233012676, 0.005902758799493313, 0.0033353164326399565, -0.003368489444255829, 0.00426802271977067, -0.004806829616427422, 0.0022037532180547714, 0.0032771748956292868, -0.002077997662127018, -0.007365182973444462, -0.007468129973858595, -0.0013808145886287093, 0.007933315820991993, -0.005285793915390968, -0.00536722457036376, -0.005357104819267988, 0.003268976928666234, -0.005580645985901356, -0.004542510956525803, -0.005352476611733437, 0.0032871589064598083, 0.009115261025726795, -0.005284112878143787, -0.005607654340565205, -0.0024594955611974, 0.004946771077811718, -0.00110606849193573, -0.0009781429544091225, -0.0023581157438457012, -0.0011901286197826266, 0.008902695961296558, -0.0037876658607274294, -0.005064136348664761, 0.002887520007789135, -0.005433207377791405, -0.0032628437038511038, -0.0031307118479162455, -0.006191540509462357, 0.0079555818811059, -0.0015298835933208466, -0.001715613529086113, -0.0033704754896461964, 0.005980995483696461, -0.0082658426836133, 0.008613957092165947, 0.0060506039299070835, -0.005028244573622942, 0.001544217811897397, 0.002474923385307193, -0.008859673514962196, -0.002825068309903145, -0.0036318176425993443, -0.007594740483909845, 0.0053291465155780315, -0.0016910003032535315, -0.0019894742872565985, 0.008466765284538269, 0.0001981204404728487]",Singer,Gin Tuấn Kiệt,8
23,"[0.00022818379511591047, 0.0003077414585277438, 0.00016754357784520835, -0.0066473763436079025, 0.0004876389284618199, -0.00719198165461421, 0.007410911377519369, 0.0054345461539924145, 0.005927680525928736, -0.0036001382395625114, -0.001658700522966683, -0.00022233555500861257, -0.003018048359081149, -0.006545346695929766, -0.002643677406013012, -0.006542781367897987, 0.00418753270059824, -0.007792503573000431, 0.003476880956441164, 0.0066929967142641544, 0.0005820682854391634, 0.006160960532724857, 0.0067438059486448765, -0.00850754790008068, 0.008944209665060043, 0.0021069806534796953, -0.002224808558821678, -0.005319025367498398, -0.0027109929360449314, 0.0031454029958695173, 0.0009123808122240007, -0.004757635295391083, 0.005597297102212906, 0.0005137160187587142, 0.00417419383302331, -0.006507831625640392, -0.0004640993429347873, 0.004950875416398048, -0.0011167781194671988, -0.0014953513164073229, -0.0010118678910657763, -0.003942481707781553, 0.0055287922732532024, -0.0012953239493072033, 0.0036169863305985928, -0.0007425694493576884, 0.00730481930077076, -0.007031864020973444, 0.006832315120846033, 0.0005929304170422256, 0.004744028672575951, -0.004358876962214708, -0.006995817646384239, 0.004661626648157835, -0.0026423148810863495, 0.0036573924589902163, 0.0024165126960724592, 0.004560764878988266, -0.005955491680651903, -0.0021882622968405485, 0.0037726040463894606, -0.0028823527973145247, -0.004664726555347443, -0.0025027275551110506]",Singer,Văn Mai Hương,7
24,"[0.003984323237091303, 0.0033329310826957226, -0.004078108351677656, 0.0025808466598391533, 0.005032442510128021, 0.0034806737676262856, 0.00011037902731914073, 0.0033297748304903507, -0.005914450157433748, -0.003399473847821355, 0.0001368547382298857, 0.0006227690610103309, -8.318351319758222e-05, 0.0005364246317185462, 0.006108724512159824, 0.00506230816245079, -0.0036810466554015875, 0.0004951658193022013, 0.004764759447425604, -0.00444926368072629, -0.0031634848564863205, -0.005238188896328211, -0.003386010183021426, 0.00516618974506855, 0.007346995174884796, 0.007222661282867193, -0.0019755603279918432, 0.003978606313467026, 0.0038009562995284796, 0.00583318155258894, -0.003572326386347413, 0.002611577045172453, -0.004335591569542885, 0.0017265741480514407, -0.0012124190106987953, 0.0018170656403526664, -0.0009254844044335186, 0.003942204639315605, -0.0012571212137117982, 0.005503684747964144, 0.005578890442848206, 0.0015258218627423048, -0.006844846531748772, -0.0033897608518600464, -0.0053638373501598835, -0.0031172807794064283, -0.008122183382511139, 0.0073491972871124744, -0.004051067866384983, -0.006483898963779211, 0.0066625275649130344, 0.007618588395416737, -0.001662861555814743, -0.006032188422977924, -0.0012487031053751707, 0.00792380329221487, 0.0007444416987709701, 0.005245529115200043, 0.0030884596053510904, 0.003901509800925851, -0.0049180141650140285, 0.0059366426430642605, -0.006462573539465666, 0.0016076756874099374]",Singer,Thuận Yến,6
25,"[-0.0001756781421136111, -0.005718558095395565, 0.0012104997877031565, -0.001601409399881959, 0.004157326649874449, 0.0020782139617949724, 0.002967237029224634, 0.004390941001474857, 0.0037486767396330833, -0.0017492016777396202, -0.006140885874629021, -0.007164218928664923, -0.007781513966619968, -0.005298317410051823, -0.005717838648706675, -0.0008665840141475201, 0.0035492239985615015, 0.006378809455782175, 0.005739547777920961, -0.0046250480227172375, -0.0064688073471188545, -0.0050027328543365, -0.002034893725067377, -0.00022541312500834465, -0.007075676694512367, -0.006993143819272518, 0.0006872701342217624, 0.005338766146451235, -0.0012001079740002751, -0.0002945509913843125, -0.0016116779297590256, -0.0030856195371598005, -0.003579190233722329, 0.0005991595098748803, -0.0029126605950295925, 0.007758570369333029, 0.0036971005611121655, -0.006913278251886368, -0.002576755126938224, 0.003592731896787882, -0.0005088199977762997, -0.0006011601071804762, -0.0028811583761125803, 0.003702882444486022, -0.006915870122611523, 0.006677122786641121, 0.003362298011779785, -0.006293812766671181, 0.00020461312669795007, 0.0010325085604563355, -0.0002888473100028932, 0.005857698619365692, -0.002610274590551853, 0.006837672088295221, -0.006039375904947519, 0.0006520195747725666, 0.00596468523144722, -0.00611006049439311, 0.004115461837500334, 0.004749583546072245, 0.004064845386892557, -0.005762315355241299, -0.006908580660820007, -0.004627339541912079]",Singer,Trầm Tử Thiêng,6
26,"[0.0019441618351265788, -0.0032394700683653355, -0.0064642163924872875, -0.00545753026381135, -0.004865177441388369, -0.0016443016938865185, -0.0042693233117461205, 0.003290885593742132, 0.006379748694598675, -0.0037304088473320007, -0.004592467099428177, -0.005008869804441929, -0.005326096434146166, 0.002741089556366205, 0.0029699227306991816, -0.004156840033829212, -0.0026367229875177145, -0.0005148285417817533, 0.004847283475100994, 0.0005127695621922612, 0.006079629063606262, 0.00012767346925102174, 0.004162579774856567, -0.00649104593321681, -0.008144529536366463, -0.004520920570939779, 0.0019246131414547563, 0.001801104168407619, 0.005964362062513828, 0.001237462623976171, 0.00752985617145896, 0.003293360583484173, 0.002497496083378792, -0.0006701017846353352, -0.0060202800668776035, 0.0025994658935815096, -0.0006946247303858399, 0.006123450584709644, -0.0008288850076496601, -0.006357098929584026, 0.0074247452430427074, 0.005660334136337042, 0.0008532942738384008, 0.0022738981060683727, -0.000449798273621127, 0.003172570141032338, 0.004029512871056795, -0.007436580490320921, 0.003927381709218025, -0.007844515144824982, 0.0022206404246389866, 0.00044010166311636567, 0.0013827489456161857, -0.0034545438829809427, -0.00525123393163085, 0.0007000454934313893, 0.0051346649415791035, 0.008358932100236416, -0.0008200487936846912, -0.007767918054014444, -0.0031961104832589626, 0.004198381677269936, -0.005963290575891733, -0.004933263640850782]",Singer,Vân Khánh,2
27,"[-5.010786117054522e-05, 0.0027205694932490587, 0.0011899556266143918, -0.006377711426466703, -0.0047950465232133865, -0.0054086302407085896, 0.003925239201635122, 0.008211740292608738, -0.006325640715658665, -0.002309380332008004, 0.006295425351709127, -0.002937978133559227, -0.005380560643970966, 0.0011945519363507628, -0.0031172919552773237, -0.00019271709606982768, -0.0029931445606052876, -0.005839370656758547, 0.0017113833455368876, 0.003718008054420352, 0.004115051589906216, 0.006285839714109898, 0.0027956312987953424, 0.005041200667619705, 0.007017533294856548, -0.005612579640001059, 0.004327870439738035, -0.005993636325001717, 0.007571041584014893, -0.0028535041492432356, 0.0007034418522380292, -0.0034798579290509224, 0.0017112470231950283, -0.006243595853447914, 0.005125343333929777, -0.007404516451060772, -0.0038502963725477457, 0.003216288983821869, 0.005736737512052059, -0.0007626755395904183, 5.292623245622963e-05, 0.006337003782391548, -0.0066712163388729095, -0.003168764291331172, -0.0045078471302986145, -0.007648246828466654, 0.005320992786437273, -0.005799566395580769, -0.006074980832636356, 0.0027387908194214106, -0.0051736426539719105, -0.005191193427890539, -0.003855054499581456, 0.002412837464362383, -0.005103816743940115, 0.0033095302060246468, 0.006992975249886513, -0.0032884543761610985, 0.0012498334981501102, -0.0015872722724452615, 0.003571044886484742, 0.006549527868628502, -0.007077773101627827, 0.007522681728005409]",Singer,Nguyễn Văn Chung,7
28,"[0.0035778607707470655, 0.005052577238529921, -0.0035303356125950813, 0.005896545015275478, 0.0003576534800231457, 0.0053287954069674015, -0.0034617679193615913, 0.005802968982607126, -0.005699481815099716, -0.00303427642211318, -0.008082318119704723, -0.0004977044300176203, -0.002714589238166809, -0.007760458160191774, 0.006114937365055084, -0.0034059076569974422, 0.004505437333136797, 0.002481370000168681, 0.0029309047386050224, -0.005151893012225628, 0.0008160760044120252, -0.005021380726248026, 0.007008892949670553, 0.003203300293534994, 0.007616403046995401, -0.0013808869989588857, 0.0018788105808198452, 0.0033826143480837345, -0.0024692367296665907, 0.0015491936355829239, -0.0038649537600576878, 0.0028071238193660975, 0.0073437741957604885, -0.0040724012069404125, -0.00017920928075909615, 0.002283275593072176, -0.004922172054648399, 0.0029547815211117268, 0.006001738365739584, 0.0030403940472751856, 0.00740949297323823, -0.0022715656086802483, 7.805257337167859e-05, -0.004903188906610012, 0.0029626141767948866, 0.006036580074578524, 0.006578481290489435, -0.006737762130796909, -0.004143047612160444, -0.0044793072156608105, -0.0016689109615981579, 0.006873519159853458, 0.0006294678314588964, -0.006468725856393576, -0.00261473935097456, 0.004625773057341576, 0.0033228248357772827, -0.007630522828549147, -0.003409076714888215, 0.005280352663248777, -0.0055094375275075436, -0.0005612652166746557, -0.0062031433917582035, -0.006043055094778538]",Singer,Hồ Văn Cường,6
29,"[0.0013010026887059212, -0.002431518631055951, 0.00023618157138116658, 0.0020655787084251642, 8.554990927223116e-05, 0.00478416308760643, 0.0012707761488854885, -0.007915089838206768, 0.006531396880745888, -0.00024807045701891184, 0.004553480539470911, 0.006211698520928621, 0.006499575916677713, 0.0014644652837887406, -0.003483316395431757, 0.006760000716894865, -0.003108721226453781, -0.0059497542679309845, 0.0036731944419443607, -0.006764689926058054, -0.002044572727754712, -0.004499569535255432, -0.00399438850581646, -0.002498036017641425, -0.005448049865663052, 0.0018083262257277966, 0.004526104312390089, 0.004215117543935776, -0.007513291202485561, -0.0063085975125432014, -0.0029399406630545855, -0.0027449754998087883, -0.00776505284011364, -0.006824368145316839, -0.002560150809586048, 0.007845710031688213, -0.0004874907317571342, 0.006573786493390799, 0.0037856344133615494, 0.002114119939506054, 0.0016336138360202312, -0.004618486855179071, -0.0002785874530673027, 0.001151985488831997, 0.0005872090114280581, -0.0016641872934997082, 0.0013124027755111456, -0.004274191800504923, 0.0018769846064969897, 0.0034882170148193836, 0.005421026144176722, 0.005849072709679604, -7.722995360381901e-05, 0.0051786405965685844, -0.00730329193174839, -0.003345753764733672, -0.003813839517533779, -8.997300938062835e-06, -0.0014958586543798447, 0.005139877554029226, 0.00229743798263371, 0.005032419227063656, 0.007723014801740646, 0.0028973021544516087]",Singer,Ái Phương,6
30,"[0.002156137954443693, 0.00035932529135607183, -0.0062914034351706505, -0.0017488993471488357, 0.0053254119120538235, 0.0006354257347993553, -0.006168890744447708, -0.005945704411715269, 0.0063632638193666935, -0.0017504207789897919, 0.005773246753960848, -0.006366151385009289, -0.007022659759968519, -0.006866064388304949, 0.0038244014140218496, 0.0030674394220113754, 0.0037103104405105114, 0.0023890030570328236, 0.0032670218497514725, -0.0012911403318867087, -0.007235328201204538, 0.0005858506774529815, 0.00021819285757374018, -0.0061563956551253796, -0.007793760858476162, 0.005794104654341936, 0.002962839789688587, -0.0020149422343820333, 0.00043780714622698724, -0.0038832349237054586, 0.008058710023760796, 0.005299731157720089, -0.0023612373042851686, -0.006679482292383909, -0.006988226436078548, 0.0013416105648502707, -0.0026444944087415934, 0.00581028638407588, 0.005204543936997652, -0.0075410474091768265, -0.006956589408218861, 0.0017878883518278599, 0.0038160088006407022, -0.0010662049753591418, 0.0058616045862436295, -0.005960929207503796, 0.003050589933991432, -0.004839875269681215, 0.005909522529691458, -0.005323861259967089, -0.006417957134544849, 0.0005651930696330965, 0.004271794110536575, -0.0032729150261729956, -0.004698487464338541, 0.0010467817774042487, -0.007177374325692654, -0.0031245623249560595, -0.009240048937499523, -0.005954112391918898, -0.006012421101331711, -0.0024666006211191416, -0.008069025352597237, 0.005260471720248461]",Singer,Hương Lan,0
